l,par
0.01,0.8518224133224808
0.0198989898989899,0.3577687420392284
0.029797979797979796,0.2030106586114142
0.039696969696969696,0.12869938915077928
0.049595959595959596,0.08543517083559711
0.059494949494949496,0.05727299213140325
0.06939393939393938,0.03754901860794255
0.07929292929292929,0.02300000669739289
0.08919191919191918,0.011845070882361638
0.09909090909090908,0.0030322065696122107
0.10898989898989898,-0.004098841746572512
0.11888888888888888,-0.009982806883367843
0.12878787878787878,-0.01491728704329745
0.1386868686868687,-0.01911267884256731
0.1485858585858586,-0.02272182437699133
0.15848484848484848,-0.025858361915029004
0.16838383838383839,-0.02860849347874382
0.1782828282828283,-0.03103876429845616
0.18818181818181817,-0.033201343903947626
0.19808080808080808,-0.03513769567379144
0.207979797979798,-0.036881179755474475
0.21787878787878787,-0.03845893368742605
0.22777777777777777,-0.03989325379404342
0.23767676767676768,-0.041202625128474606
0.24757575757575756,-0.042402499845597845
0.25747474747474747,-0.04350589275778431
0.2673737373737374,-0.044523842189569486
0.2772727272727273,-0.04546577031949636
0.2871717171717172,-0.04633976764160513
0.29707070707070704,-0.04715281952316327
0.30696969696969695,-0.047910988134248184
0.31686868686868686,-0.048619559661461795
0.32676767676767676,-0.04928316428282568
0.33666666666666667,-0.04990587459792771
0.3465656565656566,-0.05049128688835294
0.3564646464646465,-0.05104258859808479
0.36636363636363634,-0.051562614680766006
0.37626262626262624,-0.052053894895948194
0.38616161616161615,-0.05251869370358954
0.39606060606060606,-0.052959044071763314
0.40595959595959596,-0.05337677625250674
0.41585858585858587,-0.05377354237709381
0.4257575757575757,-0.054150837561516355
0.43565656565656563,-0.05451001808567388
0.44555555555555554,-0.0548523171082584
0.45545454545454545,-0.05517885829790079
0.46535353535353535,-0.05549066769550974
0.47525252525252526,-0.05578868406954688
0.4851515151515151,-0.05607376798268591
0.495050505050505,-0.05634670975288912
0.5049494949494949,-0.05660823646284935
0.5148484848484849,-0.056859018147748214
0.5247474747474747,-0.057099673271412396
0.5346464646464646,-0.05733077358443133
0.5445454545454546,-0.05755284844400977
0.5544444444444444,-0.05776638866379126
0.5643434343434344,-0.057971849952184164
0.5742424242424242,-0.05816965598954918
0.5841414141414141,-0.05836020118768851
0.594040404040404,-0.05854385316921608
0.6039393939393939,-0.05872095499939218
0.6138383838383838,-0.058891827198754416
0.6237373737373737,-0.05905676956123001
0.6336363636363637,-0.05921606279929258
0.6435353535353535,-0.05936997003503997
0.6534343434343434,-0.059518738153752124
0.6633333333333333,-0.05966259903448771
0.6732323232323232,-0.05980177067054453
0.6831313131313131,-0.05993645819110294
0.693030303030303,-0.06006685479406311
0.702929292929293,-0.06019314259894525
0.7128282828282828,-0.060315493427724055
0.7227272727272727,-0.060434069520596954
0.7326262626262626,-0.06054902419291895
0.7425252525252525,-0.06066050243886487
0.7524242424242424,-0.06076864148678767
0.7623232323232323,-0.06087357131071808
0.7722222222222221,-0.06097541510199215
0.7821212121212121,-0.06107428970458154
0.792020202020202,-0.06117030601734312
0.8019191919191919,-0.061263569366080635
0.8118181818181818,-0.06135417984802713
0.8217171717171717,-0.06144223265110227
0.8316161616161616,-0.061527818350071706
0.8415151515151514,-0.061611023181533185
0.8514141414141414,-0.06169192929947399
0.8613131313131313,-0.061770615012980354
0.8712121212121212,-0.061847155007535966
0.8811111111111111,-0.061921620551215216
0.891010101010101,-0.061994079686959386
0.9009090909090909,-0.06206459741201875
0.9108080808080807,-0.06213323584554899
0.9207070707070707,-0.062200054385262264
0.9306060606060605,-0.06226510985395831
0.9405050505050505,-0.06232845663668992
0.9504040404040404,-0.06239014680925219
0.9603030303030302,-0.062450230258629266
0.9702020202020202,-0.06250875479598007
0.98010101010101,-0.06256576626269493
0.99,-0.06262130863001468
